en,ru,bleu,acceptability
"May I see your passport, please?",Можно взглянуть на ваш паспорт?,0.0,0.9983651
"May I see your passport, please?","Могу я взглянуть на ваш паспорт, пожалуйста?",0.5969491792019646,0.99564254
May I see your passport?,Можно взглянуть на ваш паспорт?,0.0,0.9983651
May I see your passport?,Могу я взглянуть на ваш паспорт?,0.488923022434901,0.9977285
May I speak to Bill?,Можно поговорить с Биллом?,1.0,0.9981365
May I speak to Bill?,Могу я поговорить с Биллом?,0.5081327481546147,0.99749446
"May I speak to Mike, please?",Можно поговорить с Майком?,0.3670124608961283,0.99761415
"May I speak to Mike, please?","Могу я поговорить с Майком, пожалуйста?",0.3826029416278447,0.9937589
May I start eating now?,Можно я начну есть?,0.0,0.9967618
May I take a few days off to visit my family?,"Можно мне взять пару дней, чтобы навестить семью?",0.0,0.995274
May I take a few days off to visit my family?,"Могу я взять пару выходных, чтобы навестить свою семью?",0.0,0.9964342
May I take a message?,Можно мне взять сообщение?,0.0,0.98921937
May I take a message?,Могу я взять сообщение?,0.0,0.99629456
May I take a rest?,Можно мне отдохнуть?,0.0,0.9977748
May I take a rest?,Можно я отдохну?,0.0,0.9976794
May I take your picture?,Можно вас сфотографировать?,0.0,0.9977508
May I talk to Ms. Brown?,Можно поговорить с мисс Браун?,0.6431870218238024,0.9984781
May I talk to Ms. Brown?,Могу я поговорить с мисс Браун?,0.6147881529512643,0.99770194
May I trouble you for the salt?,Могу я побеспокоить тебя за соль?,0.0,0.3539478
May I try it on?,Можно мне примерить?,0.0,0.99609405
May I try it on?,Можно примерить?,0.0,0.99716705
May I turn on the TV?,Можно мне включить телевизор?,0.0,0.99819046
May I turn on the TV?,Можно я включу телевизор?,1.0,0.99827194
May I turn on the television?,Можно мне включить телевизор?,1.0,0.99819046
May I turn on the television?,Можно я включу телевизор?,1.0,0.99827194
May I use the toilet?,Можно мне в туалет?,0.0,0.99759704
May I use your pencil? Any one will do.,Можно воспользоваться твоим карандашом? Любой подойдет.,0.0,0.9912971
May I use your pencil? Any one will do.,Могу я воспользоваться твоим карандашом? Любой подойдет.,0.0,0.99177426
May I use your phone?,Можно воспользоваться вашим телефоном?,1.0,0.9973532
May I use your phone?,Могу я воспользоваться вашим телефоном?,0.7071067811865475,0.99696296
May I use your toilet?,Можно воспользоваться вашим туалетом?,1.0,0.99822015
May you live long!,Да проживешь ты долго!,0.0,0.99793833
May you live long!,Да проживёшь ты долго!,0.0,0.9961778
Maybe I will settle down with a woman.,"Может, я остепенюсь с женщиной.",0.3818502221061359,0.9288355
Maybe I'll just give up soon and take a nap instead.,"Может, я скоро сдамся и вздремну.",0.0,0.9876237
Maybe I'll just wander off on my own.,"Может, я просто уйду один.",0.0,0.9958554
Maybe he has lots of girlfriends.,"Может, у него много подружек.",0.4347208719449915,0.99581546
Maybe he will be a good teacher.,"Может, он будет хорошим учителем.",0.7289545183625967,0.99590117
Maybe it will be exactly the same for him.,"Может, для него это будет точно так же.",0.5555238068023582,0.99329597
Maybe next time!,"Может быть, в следующий раз!",1.0,0.9856629
Mayuko always aims for perfection.,Майюко всегда стремится к совершенству.,0.7598356856515925,0.9914892
Mayuko always aims for perfection.,Маюко всегда стремится к совершенству.,1.0,0.9957451
Mayuko called me back.,Майуко перезвонил мне.,0.0,0.53493595
Mayuko came directly home.,Майуко пришел прямо домой.,0.0,0.4555829
Mayuko came directly home.,Майуко пришёл прямо домой.,0.0,0.38112783
Mayuko came out of the room.,Майуко вышел из комнаты.,0.0,0.4214301
Mayuko can ride a bicycle.,Майуко может ездить на велосипеде.,0.7598356856515925,0.25028828
Mayuko could not answer my question.,Майуко не смог ответить на мой вопрос.,0.5410822690539396,0.6705049
Mayuko dreamed a strange dream.,Майуко приснился странный сон.,0.668740304976422,0.6303741
Mayuko dreamed a strange dream.,Маюко приснился странный сон.,1.0,0.99526066
Mayuko eats bread for breakfast.,Майуко ест хлеб на завтрак.,0.7598356856515925,0.49810392
Mayuko eats bread for breakfast.,Маюко ест хлеб на завтрак.,1.0,0.99415886
Mayuko entered the room.,Майюко вошел в комнату.,0.0,0.9820502
Mayuko goes to school by bicycle.,Майуко ходит в школу на велосипеде.,0.6147881529512643,0.3899456
Mayuko got a cut on her finger.,Майуко порезала палец.,0.0,0.5291275
Mayuko has not slept enough.,Майуко недостаточно спал.,0.0,0.13992165
Mayuko has not slept enough.,Маюко недостаточно спал.,0.0,0.9774615
Mayuko was alone in the room.,Майуко был один в комнате.,0.0,0.41451102
Mayuko was tired to death.,Майуко был уставшим до смерти.,0.0,0.6717106
Mayuko was tired to death.,Майуко устал до смерти.,0.0,0.45518908
Mayuko wore a flower crown.,Майуко носил цветочную корону.,0.0,0.73951215
McDonald's is world-famous for its hamburgers.,Макдональдс знаменит в мире для гамбургеров.,0.0,0.036257118
McDonald's is world-famous for its hamburgers.,Макдональдс всемирно известен своими гамбургерами.,1.0,0.99845946
"Me, I prefer coffee to tea.",Я предпочитаю кофе чаю.,0.3004843884984906,0.9957228
Measles can be quite dangerous.,Корь может быть очень опасным.,0.537284965911771,0.7703254
Measure the length of the stick with a ruler.,Измеряйте длину палки линейкой.,0.668740304976422,0.9983028
Measure the length of the stick with a ruler.,Измерить длину палки линейкой.,0.668740304976422,0.99810034
Meat is very expensive nowadays.,Мясо сейчас очень дорогое.,0.0,0.99769235
Medical science is always on the march.,Медикаменты всегда идут по шоссе.,0.0,0.98546684
Medical science is always on the march.,Медицинская наука всегда на марше.,0.0,0.99695385
Meetings are held every other week.,Заседания проводятся каждые две недели.,0.0,0.9987509
Meetings are held every other week.,Заседания проводятся раз в две недели.,0.8091067115702212,0.99865615
Meg acquired many new friends.,Мэг приобрела много новых друзей.,0.7598356856515925,0.99664426
Meg and Ken sat on the bench.,Мэг и Кен сидели на скамейке.,0.0,0.9946312
Meg colored the picture.,Мег раскрасила картину.,0.0,0.9960109
Meg didn't even look at me.,Мэг даже не смотрела на меня.,0.0,0.9944705
Meg found a four leaf clover.,Мэг нашла клевер с четырьмя листами.,0.6434588841607617,0.9978375
Meg found a four leaf clover.,Мэг нашла клевер из четырёх листьев.,0.0,0.9975091
Meg has a facility for languages.,У Мэг есть возможность пользоваться языками.,0.0,0.9667634
Meg has a facility for languages.,У Мэг есть доступ к языкам.,0.0,0.9961815
Meg has a lovely face.,У Мэг красивое лицо.,0.0,0.996454
Meg is curious to know everything about Japan.,Мег любопытно знать все о Японии.,0.0,0.21269192
Meg is preparing breakfast.,Мэг готовит завтрак.,0.0,0.99679154
Meg is the double of her mother.,Мэг - двойная мать.,0.0,0.99389535
Meg talks too much.,Мэг слишком много говорит.,0.668740304976422,0.9966067
Meg was happy about meeting Tom again.,Мэг была счастлива снова встретиться с Томом.,0.0,0.997322
Meg was the only girl that was wearing jeans.,"Мэг была единственной девушкой, которая носила джинсы.",0.0,0.9926676
Meg's hair curls naturally.,Волосы Мэг скручиваются естественным образом.,0.0,0.9876639
Members of that tribe settled along the river.,Члены этого племени поселились вдоль реки.,0.0,0.997505
Memories of my college days come to my mind.,Воспоминания о моих студенческих днях приходят мне в голову.,0.0,0.9960748
Merely to breathe does not mean to live.,Просто дышать не значит жить.,0.6431870218238024,0.99784267
Merry Christmas!,Счастливого Рождества!,0.0,0.9964527
Merry is scared of dogs.,Я люблю собак.,0.0,0.998142
Merry is scared of dogs.,Весёлый боится собак.,0.0,0.9979272
Metal contracts when cooled.,Металлический контракт при охлаждении.,0.0,0.08975486
Mice are distinct from rats.,Мыши отличаются от крыс.,1.0,0.99708563
Michael Jackson is popular in the US.,Майкл Джексон популярен в США.,1.0,0.99667215
Michael broke the dishes.,Майкл разбил посуду.,1.0,0.9980509
Michael had a hard time making ends meet.,Майклу было трудно свести концы с концами.,0.345720784641941,0.9973271
Mickey Conners made mincemeat of his opponent in the ring.,Микки Коннерс сделал минцемиту своего противника на ринге.,0.0,0.026824519
Mickey Conners made mincemeat of his opponent in the ring.,Микки Коннерс сделал минцемет своего оппонента на ринге.,0.0,0.005195871
Miho is the girl I like best.,"Михо - девушка, которую я люблю больше всего.",0.0,0.98132783
Mike acted as chairperson of the meeting.,Майк выполнял функции председателя совещания.,0.0,0.99818015
Mike and Ken are friends.,Майк и Кен - друзья.,1.0,0.9966994
Mike and Tom are in the same class.,Майк и Том в одном классе.,0.5946035575013605,0.995295
"Mike and his sister can speak French, but they can't speak Japanese.","Майк и его сестра говорят по-французски, но они не говорят по-японски.",0.6989307622784944,0.99489754
Mike cannot have done such a thing.,Майк не мог сделать такого.,0.0,0.99613214
Mike cannot have done such a thing.,Майк не мог этого сделать.,0.0,0.9940849
Mike goes to school by bus.,Майк ходит в школу на автобусе.,0.6434588841607617,0.9960963
Mike got back from the library at five.,Майк вернулся из библиотеки в пять.,1.0,0.9959078
Mike has a few friends in Florida.,У Майка есть несколько друзей во Флориде.,1.0,0.9974306
Mike has a friend who lives in Chicago.,"У Майка есть друг, который живет в Чикаго.",0.6580370064762462,0.9952624
Mike has two girl friends.,У Майка две девушки-други.,0.0,0.9914425
Mike has two girl friends.,У Майка две подруги.,0.0,0.99736965
Mike is captain of our team.,Майк капитан нашей команды.,0.5789300674674098,0.9970963
Mike is one of our brains.,Майк - один из наших мозгов.,0.6434588841607617,0.928748
Mike is proud of his father being rich.,"Майк гордится тем, что его отец богат.",1.0,0.99487215
Mike is the youngest in his family.,Майк самый младший в семье.,0.0,0.9972108
Mike laughs.,Майк смеется.,0.0,0.99521387
Mike laughs.,Майк смеётся.,0.0,0.9952577
Mike liked animals very much.,Майк очень любил животных.,0.0,0.99713504
Mike liked animals very much.,Майку очень нравились животные.,1.0,0.995233
Mike likes to play basketball.,Майк любит играть в баскетбол.,0.5081327481546147,0.997138
Mike named his dog Spike.,Майк назвал свою собаку Спайк.,0.0,0.99690825
Mike played a bad trick on his brother.,Майк плохо повел себя с братом.,0.0,0.99758494
Mike played a bad trick on his brother.,Майк разыграл плохой трюк с братом.,0.0,0.99734217
Mike ran very fast yesterday.,Майк вчера очень быстро бежал.,0.0,0.9949568
Mike really thought your sister was something else.,"Майк действительно думал, что твоя сестра что-то другое.",0.5570438815301075,0.039417047
Mike runs fastest in his class.,Майк бегает быстрее всех в классе.,1.0,0.9968941
Mike runs fastest in his class.,Майк бегает быстрее в своём классе.,0.0,0.9404696
Mike said that he would come.,"Майк сказал, что придёт.",1.0,0.98846614
Mike said that he would come.,"Майк сказал, что придет.",0.537284965911771,0.99459755
Mike sings well.,Майк хорошо поёт.,1.0,0.996064
Mike smiled.,Майк улыбнулся.,0.0,0.993651
Mike speaks good Japanese.,Майк говорит на японском.,0.0,0.99699926
Mike speaks good Japanese.,Майк хорошо говорит по-японски.,1.0,0.99762875
Mike swims very well.,Майк очень хорошо плавает.,1.0,0.9978096
Mike walked up to the boy.,Майк подошёл к мальчику.,0.0,0.98706764
Mike's mother lived in a big city before she married.,"Мать Майка жила в большом городе до того, как вышла замуж.",0.2471244254525358,0.9836166
"Mike, do planes usually rock like this?","Майк, самолеты обычно так крутят?",0.0,0.9970387
"Mike, do planes usually rock like this?","Майк, разве самолёты обычно крутятся вот так?",0.0,0.9937797
Milk boils at a higher temperature than water.,"Молоко кипеет при более высокой температуре, чем вода.",0.7825422900366437,0.99657285
Milk boils at a higher temperature than water.,"Молоко кипит при более высокой температуре, чем вода.",0.7825422900366437,0.99584854
"Milk can be made into butter, cheese, and many other things.","Молоко можно сделать из масла, сыра и многих других вещей.",0.0,0.98944074
Milk easily turns sour.,Молоко легко киснет.,0.0,0.997068
Milk easily turns sour.,Молоко легко становится кислым.,0.0,0.99792445
Milk is a good beverage.,Молоко - это хороший напиток.,0.0,0.9977004
Milk is a popular beverage.,Молоко - это популярный напиток.,0.0,0.99693274
Milk is made into butter and cheese.,Молоко сделано из масла и сыра.,0.0,0.9944548
Milk is of great value to babies.,Молоко очень ценно для детей.,0.0,0.997221
Milk makes us strong.,Молоко делает нас сильными.,1.0,0.9982633
Milk nourishes a baby.,Молоко кормит ребенка.,0.0,0.0036049061
Mind your own business!,Занимайся своими делами!,0.0,0.99392444
Mind your own business.,Занимайся своими делами.,0.0,0.9919333
Mini-skirts are back in fashion again.,Мини-юбки снова в моде.,1.0,0.99846977
Misako married a Canadian last June.,Мисако женился на канадце в июне прошлого года.,0.0,0.9951539
Misako married a Canadian last June.,Мисако вышла замуж за канадца в июне прошлого года.,0.5555238068023582,0.99424285
"Misato tried to be calm, but finally she lost her temper.","Мизато пыталась успокоиться, но наконец-то она потеряла самообладание.",0.0,0.7842745
"Misato tried to be calm, but finally she lost her temper.","Мисато пыталась успокоиться, но в конце концов она вышла из себя.",0.5266403878479265,0.9878395
Misfortunes never come singly.,Неудачи никогда не приходят в одиночестве.,0.0,0.996693
"Miss Baker knew that the young man would have to leave very soon, so she decided to ask him to move his car a bit, so that she could park hers in the proper place for the night before going to bed.","Мисс Бейкер знала, что молодой человек должен будет очень скоро уйти, поэтому она решила попросить его немного передвинуть машину, чтобы она могла припарковаться в нужном месте перед сном.",0.3600742818407041,0.97969455
"Miss Baker knew that the young man would have to leave very soon, so she decided to ask him to move his car a bit, so that she could park hers in the proper place for the night before going to bed.","Мисс Бейкер знала, что молодой человек должен уйти очень скоро, поэтому она решила попросить его немного передвинуть машину, чтобы она могла припарковаться в нужном месте на ночь перед сном.",0.4159422474868441,0.9768744
Miss Pate felt timid about making a speech before a hundred people.,"Мисс Пейт робко себя чувствовала, когда говорила речь перед сотней людей.",0.0,0.980716
Miss Pate felt timid about making a speech before a hundred people.,Мисс Пейт чувствовала себя робко из-за речи перед сотней людей.,0.0,0.995395
Miss Thomas teaches us history.,Мисс Томас учит нас истории.,1.0,0.9974443
Moderation in all things.,Умерение во всем.,0.0,0.9924695
Moderation in all things.,Умерение во всех вещах.,0.0,0.99006444
Modern jazz is not my line.,Современный джаз - не моя реплика.,0.0,0.99754936
Modern jazz is not my line.,Современный джаз - это не моя реплика.,0.0,0.9977793
Modern jazz is not to my taste.,Современный джаз мне не нравится.,0.4548019047027907,0.9979292
Modern technology gives us many new things.,Современные технологии дают нам много новых вещей.,1.0,0.9959753
Molly has a large clock.,У Молли большие часы.,1.0,0.99674845
"Money and I are strangers; in other words, I am poor.","Деньги и я чужие люди, иными словами, я беден.",0.3172721878690518,0.115557976
"Money and I are strangers; in other words, I am poor.","Деньги и я чужие, иными словами, я беден.",0.3181877033696365,0.10634855
Money can't buy happiness.,Деньги не могут купить счастье.,0.0,0.9978994
Money cannot buy freedom.,Деньги не могут купить свободу.,0.0,0.9981534
Money cannot buy happiness.,Деньги не могут купить счастье.,0.0,0.9978994
Money cannot compensate for life.,Деньги не могут компенсировать жизнь.,0.0,0.99742043
Money circulates through the banking system.,Деньги поступают через банковскую систему.,0.0,0.9983296
Money circulates through the banking system.,Деньги циркулируют через банковскую систему.,0.0,0.99816906
Money comes and goes.,Деньги приходят и уходят.,1.0,0.99809784
Money does not grow on trees.,Деньги не растут на деревьях.,1.0,0.9981628
"Money doesn't grow on trees, you know.","Деньги не растут на деревьях, ты знаешь.",0.631196907822589,0.9975471
"Money doesn't grow on trees, you know.",Деньги не растут на деревьях.,0.4823560797692259,0.9981628
Money enables you to buy anything.,Деньги позволяют тебе купить что угодно.,0.3768499164492419,0.99739707
Money enables you to buy anything.,Деньги позволяют тебе покупать что угодно.,0.0,0.9975158
"Money is a good servant, but a bad master.","Деньги - хороший слуга, но плохой хозяин.",0.0,0.9923189
Money is not a criterion of success.,Деньги не являются критерием успеха.,0.0,0.99824893
Money is not everything.,Деньги - это не все.,0.3849815007763549,0.99785197
Money is the measure of worth.,Деньги - это мера стоимости.,0.537284965911771,0.99741167
Money is the root of all evil.,Деньги - корень всего зла.,0.0,0.99822706
Money is welcome everywhere.,Деньги всегда приветствуются.,0.0,0.9981129
Money ruins many.,Деньги уничтожают многих.,0.0,0.9968305
Money ruins many.,Деньги разрушают многих.,0.0,0.98327047
Money soon goes.,Деньги скоро уйдут.,0.0,0.9983929
Money talks.,Деньги говорят.,0.0,0.07695111
Monkeys can learn a lot of tricks.,Обезьяны могут многому научиться.,0.0,0.99826944
Monkeys climb trees.,Обезьяны лазают по деревьям.,0.0,0.9982132
Mont Blanc is covered with snow all the year round.,Мон Бланк весь год покрыт снегом.,0.4111336169005197,0.90421385
Mont Blanc is covered with snow all the year round.,Монблан весь год покрыт снегом.,0.537284965911771,0.9904074
More and more married couples share household chores.,Все больше и больше супружеских пар делят домашние обязанности.,0.0,0.9985222
More and more married couples share household chores.,Все больше и больше супружеских пар занимаются домашним хозяйством.,0.0,0.9981476
More and more people are becoming aware of the dangers of smoking.,Все больше людей осознают опасность курения.,0.8091067115702212,0.9977708
More and more people are becoming aware of the dangers of smoking.,Все больше и больше людей осознают опасность курения.,0.5873949094699213,0.9973527
More and more people are moving to urban areas.,Все больше людей переезжают в городские районы.,1.0,0.9972446
More and more people are moving to urban areas.,Все больше и больше людей переезжают в городские районы.,0.6865890479690392,0.99699426
More guests have come than the hall can hold.,"Пришли еще гости, которых не хватало в зале.",0.0,0.9889892
More guests have come than the hall can hold.,"Приехало больше гостей, чем в коридоре.",0.3226013518927286,0.015501319
"More haste, less speed.","Больше скорости, меньше скорости.",0.0,0.9929477
"More haste, less speed.","Ещё быстрее, меньше скорости.",0.0,0.36697048
More money for education will spur economic growth.,"Увеличение объема средств, выделяемых на образование, будет стимулировать экономический рост.",0.3326024950555504,0.991995
More money for education will spur economic growth.,"Увеличение объема средств, выделяемых на цели образования, будет стимулировать экономический рост.",0.2782462328835313,0.9912225
More than 90 percent of visits to a web page are from search engines.,Более 90 процентов посещений веб-страницы являются результатом поисковых систем.,0.2777619034011791,0.28136528
More than 90 percent of visits to a web page are from search engines.,Более 90 процентов посещений веб-страниц приходятся на поисковые системы.,0.4111336169005197,0.99548715
Most Americans are descended from immigrants.,Большинство американцев происходит от иммигрантов.,0.0,0.9952129
Most Europeans cannot tell a Japanese from a Chinese.,Большинство европейцев не могут отличить японцев от китайцев.,0.4854917717073234,0.9961299
Most Japanese drink water from the tap.,Большинство японцев пьют воду из крана.,0.488923022434901,0.9975998
Most Japanese eat rice at least once a day.,Большинство японцев едят рис по крайней мере раз в день.,0.7426141117870938,0.9936785
Most Japanese take a bath every day.,Большинство японцев каждый день принимает ванну.,0.0,0.9966794
Most Japanese take a bath every day.,Большинство японцев принимают ванну каждый день.,0.488923022434901,0.9975641
Most Japanese temples are made of wood.,Большинство японских храмов сделаны из дерева.,1.0,0.9964222
"Most accidents, after all, happen around the corner, not in the rainforest.","Большинство аварий происходит за углом, а не в тропических лесах.",0.2955630673793739,0.996947
"Most accidents, after all, happen around the corner, not in the rainforest.","Большинство несчастных случаев, в конце концов, происходят за углом, а не в тропических лесах.",0.8305389167974837,0.9905007
Most big Japanese companies depend on exports.,Большинство крупных японских компаний зависят от экспорта.,1.0,0.9962692
Most birds can see only by day.,Большинство птиц могут видеть только днем.,0.0,0.99362224
Most boys like baseball.,Большинство мальчиков любят бейсбол.,0.0,0.9977151
Most boys like computer games.,Большинство мальчиков любят компьютерные игры.,0.5081327481546147,0.99814904
Most elevators operate automatically.,Большинство лифтов работают автоматически.,1.0,0.99791676
Most employees expect a pay raise once a year.,Большинство работников ожидают повышения заработной платы раз в год.,0.5253819788848316,0.99527377
Most girls think that they are pretty.,Большинство девушек считают себя красивыми.,0.537284965911771,0.99157375
Most girls think that they are pretty.,"Большинство девушек думают, что они красивые.",0.0,0.9284565
Most of the dogs are alive.,Большинство собак живы.,1.0,0.99707806
Most people in the village objected to the plan.,Большинство жителей деревни возражали против этого плана.,0.5,0.996838
"Most people like summer, but as for me, I like winter much better.","Большинство людей любят лето, но я люблю зиму намного больше.",0.0,0.9885233
Most people like watching TV.,Большинство людей любят смотреть телевизор.,1.0,0.99688536
Most people only want to hear their own truth.,Большинство людей хотят услышать только свою собственную правду.,0.0,0.9981217
Most people think I'm crazy.,"Большинство людей думают, что я сумасшедший.",0.5946035575013605,0.9974267
Most people think so.,Большинство людей так думают.,0.0,0.99744874
Most people write about their daily life.,Большинство людей пишет о своей повседневной жизни.,0.0,0.9955552
Most people write about their daily life.,Большинство людей пишут о своей повседневной жизни.,0.0,0.99602073
"Most schools were designed not to transform society, but to reproduce it.","Большинство школ были созданы не для того, чтобы преобразовать общество, а для того, чтобы воспроизвести его.",0.0,0.9771459
"Most schools were designed not to transform society, but to reproduce it.","Большинство школ предназначены не для того, чтобы преобразовать общество, а для того, чтобы воспроизвести его.",0.0,0.97252107
Most scientific breakthroughs are nothing else than the discovery of the obvious.,"Большинство научных достижений — это не что иное, как открытие очевидного.",0.591460168684858,0.98883307
Most students come to school on foot.,Большинство учеников приходит в школу пешком.,1.0,0.9974481
Most students study hard.,Большинство студентов усердно учатся.,0.0,0.99695766
Most whales feed on plankton.,Большинство китов питаются планктоном.,1.0,0.9962431
Most writers are sensitive to criticism.,Большинство писателей чувствительны к критике.,1.0,0.99591774
Most writers hate being criticized.,Большинство писателей ненавидят критику.,0.0,0.9959467
Mother Teresa was born in Yugoslavia in 1910.,Мать Тереза родилась в Югославии в 1910 году.,1.0,0.98596674
Mother Teresa was given the Nobel prize.,Мать Тереза получила Нобелевскую премию.,0.0,0.9979436
Mountain bike racing has caught on with young Japanese in the past few years.,Горные велосипедные гонки задерживают молодых японцев в последние несколько лет.,0.0,0.9910443
Mountain bike racing has caught on with young Japanese in the past few years.,В последние несколько лет горные велосипедные гонки натягивались на молодых японцев.,0.0,0.014839294
Mozart's life was very short.,Жизнь Моцарта была очень коротка.,0.0,0.9862432
Mr Balboa is so well known as to need no introduction.,"Мистер Бальбоа так хорошо известен, что не нуждается в представлении.",0.0,0.9956578
Mr Brown always carries a book with him.,Мистер Браун всегда носит с собой книгу.,0.6752918218126556,0.9977816
Mr Brown has four children.,У мистера Брауна четверо детей.,0.537284965911771,0.9972632
Mr Brown is a doctor.,Мистер Браун - врач.,0.0,0.9970099
Mr Brown is a wool merchant.,Мистер Браун - торговец шерстью.,0.0,0.997938
Mr Brown is in charge of our class.,Мистер Браун отвечает за наш класс.,0.4238365628278779,0.99833196
Mr Brown is not as old as he looks.,"Мистер Браун не такой старый, как кажется.",0.0,0.9979221
Mr Brown is our English teacher.,Мистер Браун - наш учитель английского.,1.0,0.9981775
Mr Brown is our financial adviser.,Мистер Браун - наш финансовый консультант.,1.0,0.99844176
Mr Brown speaks Japanese very well.,Мистер Браун очень хорошо говорит по-японски.,0.8801117367933934,0.9977748
Mr Brown teaches at Harvard.,Мистер Браун преподает в Гарварде.,0.0,0.997439
Mr Davis looks very tired.,Мистер Дэвис выглядит очень уставшим.,1.0,0.99832994
Mr Ford is what is called a self-made man.,"Мистер Форд - человек, который сам себя создал.",0.0,0.9971316
Mr Ford is what is called a self-made man.,"Мистер Форд - тот, кого называют самодельным человеком.",0.0,0.99676394
Mr Fujimori is famous all over the world.,Мистер Фуджимори знаменит по всему миру.,0.0,0.9974589
Mr Hashimoto is known to everyone.,Мистер Хашимото всем известен.,0.0,0.9961784
Mr Hashimoto is known to everyone.,Мистер Хашимото известен всем.,0.0,0.99570423
Mr Hopkins spoke in such a loud voice that I could hear him upstairs.,"Мистер Хопкинс говорил так громко, что я слышал его наверху.",0.427639889086126,0.99588627
Mr Hopkins spoke in such a loud voice that I could hear him upstairs.,"Мистер Хопкинс говорил таким громким голосом, что я слышала его наверху.",0.0,0.99535525
Mr Ito is a highly educated man.,Мистер Ито - высокообразованный человек.,0.0,0.997632
Mr Iuchi has no one to fall back on.,Мистеру Ючи не на кого опереться.,0.6434588841607617,0.99650013
Mr Iuchi has no one to fall back on.,"У мистера Ючи нет никого, на кого можно было бы положиться.",0.0,0.99646807
Mr Mailer is to stay here till tomorrow.,Мистер Мейлер останется здесь до завтра.,0.8091067115702212,0.99819607
Mr Mitchel demanded that I pay the rest of the money by the end of the week.,"Мистер Митчел потребовал, чтобы я заплатила остаток денег до конца недели.",0.4280320606750594,0.99423164
Mr Mitchel demanded that I pay the rest of the money by the end of the week.,"Мистер Митчел потребовал, чтобы я заплатил оставшуюся часть денег к концу недели.",0.6162607099729586,0.9950478
Mr Newman often comes to Japan.,Мистер Ньюман часто приезжает в Японию.,0.6434588841607617,0.99773324
Mr Norton is pleasant to work with.,Мистер Нортон очень приятный.,0.0,0.99706084
Mr Norton is pleasant to work with.,С мистером Нортоном приятно работать.,0.537284965911771,0.9977513
Mr Turner bade farewell to his colleagues.,Мистер Тернер прощался со своими коллегами.,0.4347208719449915,0.99796534
Mr Wang is from China.,Мистер Ван из Китая.,0.0,0.9939785
Mr White arrives in Tokyo at 10:30.,Мистер Уайт приезжает в Токио в 10:30.,0.3549481056010053,0.9950164
Mr White has gone to India.,Мистер Уайт уехал в Индию.,0.537284965911771,0.9969662
Mr White is about my age.,Мистер Уайт примерно моего возраста.,0.0,0.9977495
Mr White made a few comments on my speech.,Мистер Уайт сделал несколько замечаний по моей речи.,0.4316700106852252,0.9980357
Mr White teaches us English.,Мистер Уайт учит нас английскому.,0.0,0.99821556
Mr Wilder gave me your e-mail address.,Мистер Уайлдер дал мне ваш адрес электронной почты.,0.4463236137853328,0.9985279
Mr Wright speaks Japanese as if it were his mother tongue.,"Мистер Райт говорит по-японски, как будто это его родной язык.",0.797897310670381,0.99411976
Mr Yoshida is at home in French history.,Мистер Йошида дома во французской истории.,0.0,0.14524764
Mr Yoshida is too severe with his children.,Мистер Йошида слишком строг со своими детьми.,1.0,0.9982058
Mr. Kato teaches us English.,Мистер Като учит нас английскому.,0.0,0.9980861
Mr. White is a liberal politician.,Мистер Уайт - либеральный политик.,0.0,0.99761486
Mrs. Brown warned Beth that if she didn't eat properly she would be permanently overweight.,"Миссис Браун предупредила Бет, что если она не будет правильно питаться, то она будет постоянно лишней.",0.3411488281065382,0.5154748
Mrs. Brown warned Beth that if she didn't eat properly she would be permanently overweight.,"Миссис Браун предупредила Бет, что если она не будет правильно питаться, у нее будет постоянный избыточный вес.",0.2995316414137092,0.98806924
"Mrs. Hughes, this is Peter Brown.","Миссис Хьюз, это Питер Браун.",1.0,0.99687105
Mrs. Lark played the piano and the children sang.,"Миссис Ларк играла на пианино, а дети пели.",1.0,0.99492645
Mrs. North is very proud of her children.,Миссис Норт очень гордится своими детьми.,1.0,0.9982502
Mt. Aso is an active volcano.,Мт. Асо - активный вулкан.,0.0,0.85399044
Mt. Fuji could be seen in the distance.,Мт. Фудзи можно было увидеть вдали.,0.0,0.750303
"Much as we resemble one another, none of us are exactly alike.","Мы похожи друг на друга, но ни один из нас не является абсолютно одинаковым.",0.2490328638846773,0.99269193
"Much as we resemble one another, none of us are exactly alike.","Как бы мы ни были похожи друг на друга, никто из нас точно не похож.",0.2407843507482262,0.8102825
Much of London was destroyed in the seventeenth century.,В XVII веке большая часть Лондона была разрушена.,0.0,0.9637113
Much still remains to be done.,Многое еще предстоит сделать.,0.0,0.99777347
Much water is needed.,Много воды нужно.,0.0,0.99722004
Much water is needed.,Потребуется много воды.,0.0,0.9965454
Muiriel is 20 now.,Мюриэлу уже 20.,0.0,0.99452025
Muiriel likes to annoy me lately.,Мюриэль любит меня раздражать.,0.0,0.9980894
Muiriel likes to annoy me lately.,Мюриэль любит раздражать меня в последнее время.,0.0,0.99731916
Mummy cried.,Мама плакала.,0.0,0.9933221
Murder will out.,Убийство будет раскрыто.,0.0,0.99728525
Murder will out.,Убийство выйдет наружу.,0.0,0.99654835
Music affords us much pleasure.,Музыка приносит нам много удовольствия.,0.0,0.9938765
Music feeds our imagination.,Музыка питает наше воображение.,1.0,0.9981487
Music has charms to soothe a savage breast.,"Музыка имеет очарование, чтобы успокоить дикую грудь.",0.0,0.008091958
Music has charms to soothe a savage breast.,"У музыки есть очарование, чтобы успокоить дикую грудь.",0.0,0.86820805
